consecutive_losses,balance_ratio,avg_bet_size,churn
3,1.36,37.72,0
5,0.97,82.08,0
9,1.71,89.49,0
6,0.19,73.53,1
2,0.79,9.85,0
8,0.62,43.47,1
4,1.98,32.34,0
6,0.28,28.16,1
10,0.76,85.36,1
3,1.78,30.5,0
6,1.07,6.62,0
7,0.85,32.25,1
8,1.08,70.29,0
7,1.67,56.22,0
1,1.15,19.58,0
8,1.15,55.71,0
6,0.83,96.11,0
5,0.82,30.58,0
9,0.56,71.73,1
10,0.17,18.39,1
9,1.54,51.43,0
0,1.29,68.27,0
7,0.4,17.92,1
5,0.54,58.4,0
0,1.45,32.48,0
5,0.8,17.99,1
4,0.21,68.63,1
6,1.55,38.36,0
3,1.27,93.66,0
0,0.34,26.1,0
1,0.42,86.84,0
10,1.12,67.89,0
0,1.04,90.51,0
10,0.53,81.96,1
5,1.01,77.06,0
9,1.9,2.48,0
1,1.65,69.53,0
4,0.15,66.62,1
2,1.35,79.18,0
5,1.22,46.0,0
6,0.37,61.2,1
9,0.25,47.61,1
7,0.64,73.48,1
7,1.77,23.16,0
5,1.02,22.99,0
6,1.64,6.53,0
3,1.61,30.56,0
10,0.32,53.19,1
2,0.31,61.12,1
10,1.94,5.8,0
2,1.42,40.98,0
2,0.83,80.86,0
3,1.0,24.38,0
2,0.43,33.11,1
9,1.13,71.26,1
10,0.44,97.67,1
2,1.98,42.37,0
8,0.22,89.91,1
0,1.24,15.56,0
0,1.56,98.49,0
6,0.25,4.8,1
5,1.01,75.89,0
5,1.66,54.17,0
7,0.15,11.19,1
1,0.14,17.73,1
9,0.23,28.87,1
10,0.11,49.73,1
5,1.76,12.44,0
3,0.86,84.72,0
3,0.8,85.02,0
0,1.28,33.87,0
9,0.61,34.26,1
10,0.69,53.24,1
0,0.11,5.29,1
10,1.13,79.73,1
0,0.43,21.56,0
2,1.51,22.48,0
10,0.42,87.65,1
0,1.71,56.54,0
5,1.28,1.89,0
0,1.44,24.44,0
4,0.24,62.59,1
2,1.29,39.37,0
0,1.66,69.97,0
1,0.49,89.04,1
5,0.71,43.8,0
3,1.41,42.46,0
2,1.37,44.87,0
9,1.58,75.16,0
9,1.06,52.14,1
3,0.1,59.03,1
7,0.48,21.34,1
3,1.96,76.11,0
9,1.96,14.74,0
2,0.91,73.29,0
0,0.94,95.1,0
7,1.82,54.63,0
7,0.55,26.02,1
7,0.1,36.07,1
8,0.7,78.61,0
3,0.67,74.27,0
3,0.25,99.45,1
2,1.33,86.9,0
6,1.05,6.06,0
4,1.75,92.18,0
7,0.68,27.84,0
1,0.21,19.28,0
6,1.7,41.08,0
0,1.73,36.92,0
6,0.17,19.68,1
9,0.55,56.35,1
8,1.38,16.6,0
8,0.43,92.84,1
9,0.85,96.82,1
7,1.78,76.83,0
9,1.32,20.42,0
7,1.92,20.43,0
1,1.07,4.73,0
0,1.1,38.12,0
5,0.71,2.84,0
1,0.27,29.11,1
5,0.14,44.32,1
4,1.91,65.74,0
6,1.65,46.41,0
8,1.08,48.8,0
8,0.47,84.96,1
4,0.79,41.43,1
7,0.56,38.2,1
0,1.28,81.77,0
0,1.08,26.8,0
10,1.26,75.92,0
6,1.53,59.95,0
7,1.05,81.5,0
8,1.9,5.81,0
6,0.18,70.63,1
1,1.13,7.19,0
10,0.48,80.67,1
4,0.48,9.14,1
7,1.0,83.24,0
10,1.31,95.37,0
4,0.97,87.09,0
9,0.85,69.18,1
5,1.43,46.78,0
4,1.28,61.8,0
10,0.27,95.13,1
8,0.62,7.13,1
2,0.65,21.99,0
7,1.57,72.55,0
3,1.33,28.36,0
6,0.38,41.2,1
0,1.21,62.46,0
3,0.12,85.21,1
4,0.4,15.32,1
9,1.28,76.0,0
8,1.22,52.12,0
7,0.44,19.72,1
6,1.87,22.25,0
6,1.33,15.47,0
3,0.39,95.15,1
1,1.25,24.3,0
9,0.98,52.75,1
5,1.43,42.33,0
3,1.34,33.65,0
10,0.35,77.62,1
7,0.22,49.99,1
8,0.94,23.26,0
5,1.69,38.38,0
4,0.53,11.33,1
3,0.7,68.53,0
6,0.51,9.99,1
7,1.74,88.8,0
4,1.99,3.75,0
0,0.56,36.2,1
2,0.9,46.26,0
5,0.41,81.34,1
7,1.09,8.6,0
9,1.68,58.51,0
8,0.21,4.39,1
10,0.4,49.45,1
0,1.83,97.74,0
3,1.46,57.99,0
3,0.49,80.9,1
2,1.59,40.91,0
8,0.89,82.86,0
1,1.27,23.38,0
6,1.69,31.15,0
5,0.57,2.4,0
0,1.56,94.73,0
6,1.3,29.08,0
6,1.51,37.94,0
1,1.54,91.51,0
10,1.67,75.11,0
7,1.63,38.81,0
2,0.83,84.1,0
3,0.92,25.65,0
10,0.22,12.43,1
10,0.29,54.5,1
2,1.23,82.04,0
0,1.45,39.49,0
8,1.67,89.46,0
3,1.22,6.94,0
6,1.56,88.97,0
6,1.83,80.04,0
7,0.7,20.74,1
10,0.81,75.53,0
9,0.38,24.61,1
5,0.56,41.21,1
7,1.41,98.86,0
5,1.75,21.22,0
2,0.21,50.99,1
8,0.51,49.44,1
4,0.54,58.17,1
10,1.86,78.16,0
5,0.57,32.27,1
10,0.15,66.64,1
6,1.19,2.34,0
0,1.42,33.22,0
1,1.57,56.04,0
3,1.96,28.19,0
9,1.41,98.57,0
7,1.77,81.4,0
10,1.96,19.34,0
0,1.9,41.82,0
10,0.22,9.44,1
5,0.43,91.7,1
7,0.49,31.81,1
9,1.39,89.81,1
5,1.38,12.89,0
9,0.13,49.41,1
7,0.5,75.12,1
10,1.84,81.69,0
2,1.67,33.61,0
2,1.63,94.51,0
2,0.98,99.26,0
10,1.14,59.86,0
2,0.95,22.82,0
8,1.06,6.02,1
10,1.65,77.58,0
5,0.72,62.96,1
8,0.97,95.89,0
9,1.75,39.46,0
10,1.91,67.83,0
7,1.35,92.11,0
7,1.92,14.17,0
1,1.58,29.45,0
10,0.35,5.47,1
7,1.83,37.19,0
6,0.4,60.41,1
9,0.3,72.77,1
0,1.64,93.64,0
4,0.51,97.28,1
10,0.71,69.22,1
7,0.86,49.97,0
6,0.24,92.54,1
2,0.46,66.1,0
0,1.94,44.06,0
1,1.83,8.51,0
7,1.69,36.03,0
7,1.0,60.87,0
9,0.97,36.39,1
9,0.55,86.73,1
7,0.35,86.59,1
5,0.36,58.98,1
4,1.84,42.49,0
7,0.42,71.99,1
3,1.45,51.21,0
3,1.4,13.59,0
10,1.89,94.84,0
2,0.72,48.83,0
10,1.46,11.18,0
7,1.78,90.65,0
6,1.89,31.41,0
0,1.75,72.08,0
0,0.98,3.14,0
9,1.35,89.29,0
7,1.91,99.85,0
4,0.24,12.89,1
10,0.68,65.73,1
4,1.13,86.61,0
8,1.52,77.12,0
4,0.7,30.58,1
7,1.43,71.93,0
0,0.28,23.54,0
10,1.4,18.84,0
10,1.02,2.95,0
0,1.14,48.29,0
3,1.69,8.48,0
1,1.99,42.32,0
1,1.1,94.48,0
1,0.29,38.84,1
2,1.64,27.61,0
8,1.1,68.49,1
9,1.65,57.75,0
2,1.28,25.3,0
6,1.87,95.62,0
7,1.21,5.53,0
1,0.51,74.02,1
4,0.61,91.25,0
3,0.61,86.36,0
10,0.4,96.32,1
3,0.14,48.21,1
6,1.97,95.88,0
10,1.78,10.09,0
10,0.43,96.76,1
3,1.89,20.53,0
2,1.73,71.25,0
5,0.34,48.64,1
2,1.82,29.4,0
10,0.45,41.85,1
7,0.28,38.09,1
4,0.33,56.26,1
4,0.85,19.77,0
2,1.53,80.41,0
5,0.75,6.43,1
3,0.66,11.14,0
9,0.6,88.36,1
9,0.66,75.44,1
6,1.17,15.75,0
5,1.97,32.7,0
6,0.9,74.38,1
1,1.22,38.46,0
4,0.27,5.45,1
3,1.41,91.38,0
8,1.21,66.82,0
3,0.38,20.6,0
3,1.51,4.73,0
5,0.75,2.11,0
9,0.2,9.41,1
10,0.22,2.71,1
1,0.94,76.09,0
1,1.42,13.02,0
7,1.64,64.08,0
3,0.84,93.18,0
5,1.95,15.99,0
1,0.44,20.86,0
8,0.51,87.75,1
1,0.34,37.75,1
7,0.58,28.37,1
1,1.7,5.5,0
7,0.97,56.06,0
9,0.43,25.77,1
5,0.27,72.63,1
0,1.36,2.77,0
9,1.43,82.74,0
8,1.17,59.25,0
7,1.07,20.22,0
1,0.39,59.71,0
6,1.27,72.19,0
7,1.03,88.69,0
2,1.12,10.67,0
7,0.58,46.0,1
6,0.23,49.18,1
3,1.95,18.5,0
3,1.91,40.53,0
10,0.54,74.98,1
10,0.84,79.34,1
4,0.9,75.57,0
10,1.18,12.22,0
4,1.58,5.55,0
2,1.77,67.26,0
6,1.77,37.18,0
2,0.39,54.43,0
1,1.58,41.6,0
0,1.15,92.07,0
0,0.35,62.36,0
2,0.48,67.07,1
9,0.41,82.89,1
4,1.34,22.28,0
3,0.26,57.16,1
8,0.94,16.99,0
2,0.15,66.86,1
6,1.16,98.84,0
5,1.01,38.97,0
0,0.4,12.61,0
5,1.0,25.99,1
10,0.34,90.33,1
1,0.77,27.49,0
8,1.65,31.62,0
3,0.69,95.94,1
10,0.65,89.61,1
5,1.25,19.09,0
6,0.41,89.77,1
3,0.44,23.79,1
9,0.17,12.95,1
4,1.4,49.9,0
4,1.02,50.62,0
3,1.77,30.74,0
10,0.39,37.8,1
9,0.36,9.54,1
4,0.59,60.57,1
1,0.33,20.44,0
3,1.69,51.8,0
10,0.35,60.44,1
2,0.35,83.63,0
3,0.96,43.38,0
10,0.43,25.37,1
1,0.29,18.52,1
4,1.49,99.76,0
2,1.07,58.69,0
5,0.69,77.85,1
4,0.13,30.85,1
8,0.85,14.58,1
2,0.73,1.06,0
3,0.71,54.52,0
7,0.25,60.75,1
10,0.43,17.84,1
7,0.59,89.62,1
2,1.12,71.23,0
6,1.43,29.75,0
3,1.01,5.8,0
8,1.25,21.73,0
2,0.75,32.99,0
5,1.73,71.48,0
2,0.9,79.71,0
8,1.76,57.98,0
10,0.28,5.18,1
7,1.15,86.06,0
1,1.98,27.13,0
10,1.88,45.82,0
2,0.2,94.93,1
5,1.85,61.45,0
4,1.07,49.0,0
3,1.34,30.17,0
7,0.98,25.41,0
8,1.89,55.22,0
9,0.78,16.69,1
7,0.27,9.3,1
2,0.8,13.38,0
10,1.17,57.8,0
9,1.06,39.19,0
4,1.49,11.77,0
9,1.73,72.6,0
0,0.35,40.3,0
9,0.98,42.75,0
7,0.72,21.12,1
9,1.93,3.86,0
10,0.54,43.84,1
0,1.93,36.53,0
5,1.81,57.9,0
0,1.74,46.48,0
4,0.35,56.55,1
5,0.51,91.56,0
8,1.72,2.04,0
10,1.64,95.94,0
1,0.38,77.92,1
2,0.92,31.82,0
5,0.79,95.36,1
5,1.74,7.25,0
7,0.53,6.1,1
10,0.89,46.17,1
1,0.82,48.4,0
9,0.76,20.55,0
5,0.64,52.93,0
5,1.77,33.72,0
2,1.84,67.43,0
8,0.26,17.32,1
5,1.36,7.0,0
5,1.06,78.5,0
8,0.56,7.67,1
3,1.86,51.79,0
6,1.5,43.9,0
4,0.62,21.76,1
2,1.92,67.02,0
2,0.45,37.04,0
3,1.51,10.2,0
1,1.78,62.41,0
10,0.68,28.86,1
8,1.44,10.3,0
4,0.57,1.27,1
2,0.17,58.15,1
8,0.25,17.19,1
6,0.21,48.07,1
4,1.88,76.13,0
10,1.56,5.1,0
8,0.37,14.23,1
9,0.95,24.35,1
4,1.29,71.76,0
6,1.95,9.14,0
7,0.29,3.65,1
4,1.11,7.68,0
8,1.35,94.29,0
6,0.73,14.1,1
5,1.26,60.53,0
1,0.16,87.05,1
6,1.47,21.87,0
1,0.63,28.52,0
5,1.44,57.57,0
3,1.39,14.11,0
8,1.14,95.16,0
8,0.5,9.24,1
5,1.3,81.41,0
10,1.16,17.14,0
4,0.28,76.98,1
10,1.98,78.54,0
0,0.61,75.77,0
4,0.67,33.42,1
3,1.94,77.21,0
6,1.99,99.65,0
3,0.6,24.15,1
9,0.86,90.45,0
10,0.36,95.76,1
3,0.53,61.85,0
1,1.29,39.31,0
10,0.43,17.39,1
9,1.0,18.75,1
1,0.48,36.24,0
10,0.85,62.14,1
8,1.86,82.21,0
5,0.16,6.91,1
1,0.29,90.54,1
10,1.14,79.42,0
9,1.4,12.28,0
1,0.41,70.11,0
7,0.86,4.94,1
4,0.46,99.13,1
0,0.44,3.02,0
6,1.95,77.78,0
4,0.66,16.67,0
0,1.95,29.34,0
6,0.22,62.64,1
1,0.24,26.38,0
4,1.15,54.86,0
9,1.54,23.07,0
0,1.57,19.17,0
1,1.16,18.33,0
6,1.05,16.61,1
5,1.01,89.39,0
9,0.59,90.89,1
9,1.41,1.51,0
5,1.76,93.07,0
2,0.33,13.28,1
6,1.31,27.14,0
0,1.57,94.38,0
9,1.86,44.42,0
9,1.95,62.14,0
8,0.66,50.97,1
2,1.36,78.32,0
5,1.29,43.71,0
0,0.99,24.03,0
9,0.23,11.76,1
9,0.89,69.33,1
8,0.12,68.57,1
10,0.8,18.96,1
3,0.41,86.73,1
7,1.75,16.44,0
10,0.59,33.87,1
9,1.86,84.91,0
1,0.42,90.33,0
4,1.7,70.9,0
1,1.29,17.72,0
3,1.84,81.95,0
3,0.11,88.29,1
10,0.63,78.71,1
6,0.27,34.57,1
2,1.61,57.33,0
3,0.36,98.56,1
8,0.66,33.82,1
4,0.79,75.47,1
10,1.97,94.67,0
8,1.49,22.41,0
8,1.26,57.71,0
5,1.32,74.83,0
9,1.17,65.8,1
1,1.09,69.92,0
7,1.67,89.67,0
3,0.58,52.59,0
9,1.22,59.08,0
6,0.3,93.8,1
9,1.09,26.79,0
1,0.31,6.8,1
8,1.44,66.27,0
3,0.42,29.49,1
9,0.22,63.92,1
3,1.68,79.62,0
3,1.27,88.51,0
9,1.03,93.36,0
10,0.72,50.96,1
8,1.97,2.92,0
8,1.43,36.17,0
7,1.99,27.04,0
10,1.72,52.31,0
4,1.47,51.46,0
1,1.86,45.27,0
2,1.43,10.15,0
6,0.62,71.96,1
0,0.71,68.66,0
0,0.14,98.29,1
8,1.51,60.48,0
3,1.04,36.9,0
6,1.14,5.26,0
8,0.83,79.54,0
0,1.46,11.52,0
4,1.61,74.15,0
3,0.27,47.3,1
1,0.59,26.36,0
1,1.14,4.28,0
1,1.58,60.85,0
2,0.97,98.91,0
6,1.37,85.17,0
5,0.57,15.56,0
6,0.73,6.56,1
5,0.47,87.42,1
8,1.38,93.45,0
5,1.13,47.92,0
5,0.57,67.57,1
1,1.62,66.9,0
6,1.04,68.93,0
4,0.68,37.05,0
6,0.17,33.09,1
2,1.86,89.21,0
1,0.69,4.33,0
5,1.41,84.12,0
10,0.31,96.21,1
4,1.25,33.22,0
3,1.71,94.69,0
3,1.83,9.67,0
3,1.07,77.48,0
9,0.41,17.49,1
9,0.76,36.91,1
2,1.18,11.24,0
9,0.67,48.55,1
7,1.86,59.45,0
4,1.24,85.85,0
1,1.29,69.42,0
4,1.19,56.54,0
7,0.35,17.51,1
9,1.31,18.7,0
7,1.91,29.95,0
0,0.77,12.19,0
1,0.86,27.43,0
9,1.43,81.78,0
5,0.38,86.08,1
4,1.78,22.48,0
9,0.85,28.94,0
10,0.39,60.95,1
5,0.14,24.89,1
8,0.14,5.81,1
1,0.82,34.07,0
9,0.72,23.71,1
7,1.13,93.21,0
6,0.69,51.73,1
8,0.21,89.88,1
9,1.34,21.58,0
9,0.2,45.75,1
3,0.6,40.04,1
8,1.36,1.49,0
7,1.76,88.73,0
0,1.86,55.28,0
0,1.24,66.24,0
6,1.54,35.99,0
8,1.63,38.17,0
3,1.38,56.5,0
9,1.2,72.75,1
5,1.73,78.82,0
2,1.33,15.88,0
0,1.11,84.48,0
9,0.9,11.01,1
9,1.9,40.93,0
3,1.95,89.37,0
5,1.73,95.7,0
4,1.37,95.41,0
5,1.78,12.4,0
6,1.97,15.02,0
10,0.2,27.88,1
0,0.2,41.46,1
9,0.78,17.18,1
7,1.47,22.1,0
4,0.28,45.6,1
9,1.53,58.38,0
5,1.44,30.37,0
10,1.92,79.22,0
10,0.64,90.73,1
0,1.62,66.31,0
4,1.39,10.56,0
6,0.52,99.77,1
3,0.55,37.32,0
1,0.37,35.19,1
2,1.34,12.5,0
5,0.13,36.12,1
9,1.83,32.48,0
4,0.73,12.91,0
3,1.78,38.11,0
10,1.16,43.18,1
5,1.24,73.33,0
9,0.4,93.38,1
7,0.72,3.75,0
10,1.75,38.17,0
6,1.09,52.45,0
10,0.56,44.36,1
7,1.39,31.19,0
3,1.09,56.18,0
2,0.66,8.24,1
0,1.54,72.34,0
4,0.89,41.77,0
4,1.25,7.18,0
4,1.98,67.81,0
2,0.26,69.32,1
5,1.28,26.62,0
7,1.93,55.87,0
3,1.96,78.33,0
8,1.98,72.97,0
5,1.82,71.55,0
6,1.92,3.04,0
8,1.55,9.26,0
8,1.1,25.45,0
7,1.84,15.76,0
3,1.32,92.96,0
4,0.4,75.51,0
0,0.45,42.84,0
2,0.38,64.97,1
0,1.96,14.23,0
8,0.22,89.0,1
1,1.51,57.32,0
6,0.41,73.15,1
6,1.49,98.32,0
6,0.24,70.71,1
6,0.7,57.04,1
5,1.5,51.19,0
10,1.0,82.6,1
3,1.01,4.93,0
2,1.52,89.54,0
6,1.52,13.6,0
0,1.06,49.89,0
5,1.31,65.36,0
7,0.87,64.14,1
8,0.6,47.48,1
10,1.69,10.39,0
8,1.14,56.51,0
7,1.17,28.71,0
8,1.99,82.72,0
7,1.11,20.62,0
2,1.31,71.44,0
7,0.67,15.74,1
7,0.17,8.78,1
1,1.45,86.46,0
8,1.35,43.06,0
5,0.67,70.61,0
10,1.06,47.22,1
4,1.86,62.06,0
6,0.66,50.99,1
6,0.68,16.91,1
3,1.33,68.99,0
3,1.17,68.88,0
8,0.31,64.52,1
3,1.29,34.91,0
0,1.42,46.66,0
4,1.58,10.37,0
9,1.7,24.7,0
4,1.0,55.82,0
3,1.07,11.79,0
6,1.8,47.01,0
2,0.44,46.68,0
5,1.32,42.41,0
8,1.5,28.23,0
0,1.55,74.44,0
8,1.68,42.61,0
7,0.11,6.37,1
8,1.47,79.65,0
0,0.72,39.6,0
4,1.49,31.18,0
7,1.51,31.33,0
7,0.28,38.41,1
0,0.42,99.51,0
10,1.4,63.06,0
3,0.85,92.41,0
2,1.52,49.08,0
5,1.41,37.14,0
9,1.9,94.02,0
1,0.93,9.57,0
6,0.46,97.83,1
5,1.18,43.91,0
5,0.96,33.48,1
0,1.4,18.67,0
8,0.62,89.13,1
5,1.04,76.03,0
5,0.41,15.7,1
6,1.53,68.62,0
6,1.57,12.54,0
5,0.57,36.55,0
10,1.47,40.38,0
0,0.96,31.76,0
4,1.09,13.17,0
4,1.38,92.04,0
5,1.09,3.51,0
0,1.71,80.31,0
9,0.68,63.59,1
7,0.68,76.28,0
7,1.52,71.38,0
4,1.45,92.66,0
6,1.25,44.49,0
9,0.68,63.44,1
7,0.91,85.26,0
3,0.7,26.74,0
10,0.31,84.6,1
2,0.85,5.11,0
10,0.4,63.94,1
9,0.69,59.81,1
2,1.37,50.05,0
2,0.37,98.85,0
5,0.12,34.92,1
5,1.36,21.11,0
1,0.87,41.08,0
0,0.15,4.59,0
5,0.12,35.37,1
0,0.71,32.7,0
6,1.48,71.87,0
10,0.73,80.16,1
7,1.07,90.7,0
1,1.21,34.19,0
2,0.36,23.7,0
2,1.98,39.94,0
10,1.86,80.81,0
7,1.4,67.28,0
0,0.72,12.06,0
10,0.65,73.04,1
3,1.01,86.8,0
10,0.66,58.47,1
8,0.82,56.89,1
4,1.85,36.4,0
5,0.4,11.94,1
0,0.1,47.86,1
3,1.78,91.19,0
6,1.7,33.46,0
3,1.35,83.87,0
5,1.51,64.49,0
7,0.32,16.56,1
10,1.45,56.35,0
6,1.92,41.78,0
1,1.07,61.91,0
4,0.39,92.04,0
1,0.56,18.16,0
3,1.54,83.81,0
8,1.47,70.02,0
1,1.97,75.6,0
6,1.73,54.65,0
7,0.98,21.5,0
7,0.19,41.13,1
1,1.2,48.22,0
4,1.37,60.67,0
5,1.82,27.35,0
5,1.88,40.55,0
0,1.15,10.4,0
1,1.04,64.4,0
4,1.11,18.71,0
2,1.02,86.39,0
5,0.59,49.13,1
10,1.34,8.39,1
10,1.7,64.57,0
9,0.23,78.27,1
7,1.08,1.81,1
1,1.9,9.97,0
4,0.31,22.42,1
3,0.45,46.82,0
7,0.47,40.84,1
8,1.1,48.76,1
2,1.77,92.33,0
3,0.18,25.52,1
10,1.42,83.34,0
3,1.08,19.67,0
7,1.88,4.28,0
2,1.89,31.59,0
8,0.28,24.33,1
2,0.96,65.45,0
7,0.2,98.95,1
6,1.46,71.16,0
3,0.93,17.73,0
5,0.91,7.36,0
7,1.09,18.13,0
8,0.87,36.46,0
10,0.96,34.1,1
8,1.42,86.19,0
0,0.51,12.57,0
1,0.53,31.91,0
9,1.28,75.84,0
0,0.22,25.25,1
3,1.32,4.42,0
1,0.68,65.01,0
6,1.78,16.62,0
10,1.98,99.7,0
9,0.65,63.86,1
5,1.65,62.54,0
1,1.95,79.39,0
6,1.94,52.33,0
8,1.18,7.06,1
10,1.82,31.04,0
5,1.14,92.57,0
2,1.81,79.25,0
0,1.28,6.46,0
0,1.25,57.05,0
7,1.25,28.27,0
1,1.63,86.74,0
6,1.31,10.19,0
0,1.11,74.97,0
4,1.03,48.4,0
4,1.46,14.8,0
6,0.32,38.22,1
7,0.13,51.38,1
6,1.55,29.78,0
5,0.78,84.39,0
6,0.56,35.33,0
10,1.12,62.95,1
4,1.46,7.73,0
9,1.93,48.4,0
10,0.59,42.14,1
1,1.65,13.83,0
9,0.22,61.19,1
3,0.98,4.07,0
5,1.6,12.06,0
6,0.35,30.8,1
3,0.62,55.9,0
1,1.78,25.49,0
0,1.91,13.28,0
0,0.71,53.98,0
10,0.25,65.58,1
10,0.77,22.45,1
8,1.88,46.87,0
3,1.68,96.47,0
4,1.13,46.97,0
5,0.5,73.95,0
6,1.47,44.62,0
9,1.34,57.82,0
8,0.14,80.4,1
2,1.37,77.15,0
7,1.03,3.82,1
9,1.36,99.04,0
6,1.77,99.32,0
4,0.94,43.02,0
7,1.7,1.28,0
0,0.87,11.15,0
3,0.86,18.47,0
4,0.22,4.27,1
8,0.43,97.81,1
7,0.61,5.98,1
8,1.24,53.69,0
10,1.25,74.78,0
5,1.49,56.33,0
1,1.77,95.89,0
10,1.31,33.95,0
9,1.27,58.43,0
5,1.72,89.81,0
3,0.41,20.85,1
9,0.91,36.99,1
10,0.85,12.49,1
4,0.53,80.46,1
5,0.29,32.26,1
6,1.17,25.04,0
3,0.87,8.57,0
5,0.12,68.0,1
10,0.26,74.14,1
0,0.46,80.25,0
1,0.6,68.15,0
2,1.94,49.6,0
3,0.82,6.46,0
10,0.34,75.87,1
8,1.22,98.61,0
5,1.71,55.01,0
3,0.33,70.45,1
5,1.06,94.44,0
10,1.38,37.76,0
2,1.46,51.22,0
4,0.19,64.97,1
5,1.44,47.03,0
10,0.62,22.3,1
5,1.79,49.73,0
8,0.43,19.69,1
5,0.37,80.46,1
3,0.65,68.71,0
7,1.2,91.39,0
5,0.2,82.71,1
9,0.28,42.63,1
4,1.76,49.37,0
2,0.33,6.81,1
10,1.48,92.93,0
5,1.98,57.0,0
3,1.21,30.57,0
5,0.74,90.33,1
10,0.14,9.86,1
10,1.06,45.92,0
6,0.61,43.74,1
3,0.32,2.72,1
5,1.36,11.17,0
6,1.39,35.54,0
10,1.53,64.7,0
5,0.73,28.03,1
10,0.26,61.25,1
6,1.36,51.15,0
8,1.13,23.54,0
2,0.74,31.25,0
0,1.38,60.72,0
9,1.88,74.0,0
1,1.91,84.12,0
6,0.12,12.93,1
10,0.66,10.43,1
7,0.79,6.57,0
3,1.17,98.84,0
1,0.6,39.5,0
7,0.79,77.73,1
7,0.69,72.26,1
4,1.56,52.3,0
4,1.62,1.23,0
7,1.82,24.32,0
2,1.93,27.61,0
4,1.86,27.35,0
8,0.55,79.26,1
8,0.99,57.49,1
9,1.77,18.06,0
7,0.52,94.66,1
7,1.15,43.86,0
3,1.8,4.06,0
7,1.97,41.65,0
2,1.91,53.9,0
7,0.16,13.55,1
4,1.05,55.23,0
3,1.97,86.04,0
6,1.84,35.09,0
1,1.2,64.37,0
7,0.84,24.21,0
2,1.02,1.69,0
0,0.41,29.95,0
8,1.01,43.1,0
4,1.99,25.74,0
2,1.54,42.28,0
8,0.69,28.87,1
3,1.05,49.0,0
3,0.45,65.48,1
7,0.44,10.71,1
4,0.91,37.22,0
5,1.04,93.17,0
8,1.4,49.07,0
6,1.53,41.25,0
8,1.41,9.18,0
5,0.81,58.92,1
4,0.34,11.37,1
5,1.92,31.25,0
9,1.53,62.63,0
10,0.58,22.31,1
5,0.7,1.18,0
5,0.22,10.47,1
3,0.49,87.52,0
8,1.13,88.32,0
8,0.3,14.23,1
4,0.32,15.2,1
3,0.29,41.83,1
8,0.14,93.27,1
9,1.32,77.96,1
9,0.29,71.31,1
4,0.47,87.69,1
6,1.02,92.77,0
9,1.53,6.66,0
5,1.27,30.61,0
8,1.34,85.18,0
4,1.87,25.76,0
8,0.65,71.51,1
1,1.47,76.13,0
5,0.11,59.53,1
8,1.91,3.34,0
3,0.11,22.02,1
6,0.7,10.41,1
1,0.89,45.11,0
0,0.76,33.57,0
2,1.53,39.58,0
9,1.44,59.71,0
3,1.06,37.17,0
1,0.69,77.26,0
7,0.17,75.43,1
7,0.87,46.58,1
0,1.95,28.8,0
7,1.88,80.91,0
10,1.55,37.73,0
9,0.26,54.01,1
7,1.36,71.3,0
9,1.03,45.23,0
9,0.76,53.49,1
1,0.11,14.38,1
3,0.26,81.86,1
5,1.86,95.4,0
2,1.48,62.46,0
0,0.31,7.84,1
5,0.44,14.54,1
6,0.58,87.59,1
3,1.47,60.17,0
4,0.14,81.52,1
1,1.92,82.99,0
4,0.99,84.12,0
6,0.38,35.51,1
7,1.71,93.31,0
4,1.03,20.74,0
6,1.81,63.97,0
1,0.43,38.52,1
6,1.3,33.57,0
0,1.41,5.35,0
10,0.77,52.18,1
8,0.91,93.54,1
5,1.13,77.3,0
9,1.73,26.26,0
1,1.77,39.56,0
7,0.99,56.64,0
8,1.21,3.66,0
6,0.16,78.17,1
0,0.22,24.07,1
2,1.59,53.53,0
3,0.81,81.79,0
4,0.64,31.54,1
3,1.04,23.55,0
7,1.04,3.94,1
9,0.25,12.19,1
0,0.69,99.32,0
1,0.48,81.52,1
3,1.81,70.62,0
7,1.5,94.68,0
9,1.06,93.52,0
1,1.04,81.71,0
4,1.0,79.54,0
1,0.25,82.83,0
1,1.91,54.54,0
3,0.25,14.0,1
9,1.64,11.11,0
1,0.35,80.91,0
9,1.63,98.76,0
3,1.86,15.32,0
3,1.63,49.83,0
9,0.9,3.6,0
4,1.18,4.25,0
4,1.82,23.36,0
8,1.63,56.95,0
0,1.06,41.07,0
9,0.89,78.67,1
10,1.8,64.0,0
8,0.56,33.49,1
2,0.8,71.48,0
10,1.0,50.06,1
1,0.13,57.02,0
7,0.26,45.85,1
9,1.47,57.3,0
8,1.68,74.7,0
3,0.69,19.05,0
2,0.4,25.85,0
2,0.89,82.41,0
8,1.25,96.46,0
5,0.73,20.89,1
1,0.35,63.04,0
1,1.9,72.35,0
10,0.67,84.37,1
10,1.86,5.55,0
0,0.21,29.42,0
2,1.76,29.71,0
0,1.79,49.82,0
6,1.46,77.16,0
4,1.61,47.96,0
2,0.28,36.57,1
7,1.28,29.74,0
0,0.36,46.48,0
4,1.28,13.65,0
6,0.44,91.72,1
2,1.77,93.49,0
8,1.24,78.57,0
9,1.01,37.02,1
7,1.18,92.58,0
4,0.77,15.68,1
1,1.82,19.68,0
10,1.31,56.16,0
1,0.57,69.52,0
5,1.94,38.25,0
3,2.0,71.58,0
